ID	chrom	loc.start	loc.end	num.mark	seg.mean
mm9.TB.SID3	14	0	124602070	228	-0.2614
mm9.TB.SID3	15	0	102986140	203	0.102783332
mm9.TB.SID3	16	0	97814718	192	-0.1707
mm9.TB.SID3	17	0	15097220	22	0.5363
mm9.TB.SID3	17	15645166	90084986	147	0.4109
mm9.TB.SID3	17	90606543	94676235	9	0.5408
mm9.TB.SID3	18	0	90105717	178	0.0884
mm9.TB.SID3	19	0	60830384	119	0.3356
mm9.TB.SID3	20	0	1538205	270	-0.974779216
mm9.TB.SID4	1	0	79620757	152	0.2092
mm9.TB.SID4	1	80131840	84559455	10	0.6405
mm9.TB.SID4	1	87574718	95504125	18	0.2898
mm9.TB.SID4	1	96172460	186357529	180	0.1746
mm9.TB.SID4	1	186825106	196640521	22	0.2847
mm9.TB.SID4	2	0	6347220	8	-0.1796
mm9.TB.SID4	2	6819166	72494189	134	-0.3252
mm9.TB.SID4	2	72956272	173823491	206	0.241908892
mm9.TB.SID4	2	174278195	181228717	10	0.3875
mm9.TB.SID4	3	0	159019749	308	0.2103
mm9.TB.SID4	4	0	31111932	54	0.2409
mm9.TB.SID4	4	31846661	52805573	41	-0.3376
mm9.TB.SID4	4	53271841	55229253	5	0.1288
mm9.TB.SID4	4	55702318	62422557	12	0.6278
mm9.TB.SID4	4	62890366	74410951	23	0.8645
mm9.TB.SID4	4	74976435	88369971	28	0.6406
mm9.TB.SID4	4	88927114	94704979	12	-0.2851
mm9.TB.SID4	4	95188707	101529748	14	0.1949
mm9.TB.SID4	4	102062158	105341172	8	-0.2954
mm9.TB.SID4	4	105814561	121731981	32	0.1903
mm9.TB.SID4	4	122675098	125462152	7	-0.1394
mm9.TB.SID4	4	125924218	155120393	59	-0.3598
mm9.TB.SID4	5	0	54491706	99	0.2891
mm9.TB.SID4	5	54995245	151960154	192	0.2312
mm9.TB.SID4	6	0	124184179	240	0.171507615
mm9.TB.SID4	6	124721946	127532359	7	-0.25
mm9.TB.SID4	6	127978161	133600154	10	0.1217
mm9.TB.SID4	6	134153790	146596058	27	0.6304
mm9.TB.SID4	6	147084184	149004146	5	-0.3317
mm9.TB.SID4	7	0	152071114	260	-0.3378
mm9.TB.SID4	8	0	19393109	34	0.6613
mm9.TB.SID4	8	22891981	25718680	7	0.9516
mm9.TB.SID4	8	26240832	76783972	97	0.1469
mm9.TB.SID4	8	77361603	89687188	26	0.8732
mm9.TB.SID4	8	90139045	93827714	9	1.4133
mm9.TB.SID4	8	94288107	98108829	9	1.6008
mm9.TB.SID4	8	98598534	100622298	5	0.7895
mm9.TB.SID4	8	101132783	126799985	55	0.1355
mm9.TB.SID4	8	127257957	131123013	9	1.1206
mm9.TB.SID4	9	0	20868739	34	0.6029
mm9.TB.SID4	9	21344737	36529068	32	-0.3195
mm9.TB.SID4	9	36984008	47883437	24	0.203
mm9.TB.SID4	9	48355932	74692181	57	-0.3819
mm9.TB.SID4	9	75147827	78569910	8	0.0449
mm9.TB.SID4	9	79082602	97635716	37	-0.3568
mm9.TB.SID4	9	98095863	108443522	23	0.2226
mm9.TB.SID4	9	108966045	123494127	31	-0.3462
mm9.TB.SID4	10	0	12178044	19	0.26
mm9.TB.SID4	10	12630809	18127364	12	0.151
mm9.TB.SID4	10	18593479	84442218	132	-0.3787
mm9.TB.SID4	10	84901912	129382004	92	0.2287
mm9.TB.SID4	11	0	19787665	34	-0.3242
mm9.TB.SID4	11	20261295	22231748	5	0.2275
mm9.TB.SID4	11	22750637	30969628	17	-0.359994918
mm9.TB.SID4	11	31517733	38034137	15	-0.262
mm9.TB.SID4	11	38513046	40498119	5	0.1769
mm9.TB.SID4	11	41075928	79016588	80	-0.3186
mm9.TB.SID4	11	79477990	84664273	12	0.2205
mm9.TB.SID4	11	85150846	106904739	47	-0.3176
mm9.TB.SID4	11	107371218	121344070	31	0.244803525
mm9.TB.SID4	12	0	120667841	224	-0.333154094
mm9.TB.SID4	13	0	26162120	44	-0.3274
mm9.TB.SID4	13	26670431	30754755	9	-0.5163
mm9.TB.SID4	13	31215980	74699033	85	-0.3305
mm9.TB.SID4	13	75265761	112512669	74	-0.4044
mm9.TB.SID4	13	112975725	119737617	15	-0.3178
mm9.TB.SID4	14	0	124602070	228	-0.3388
mm9.TB.SID4	15	0	102986140	203	0.2329
mm9.TB.SID4	16	0	97814718	192	-0.318572007
mm9.TB.SID4	17	0	73180644	134	0.2109
mm9.TB.SID4	17	73646319	78122248	10	0.856
mm9.TB.SID4	17	78630279	82944677	10	0.9381
mm9.TB.SID4	17	83476031	92037675	19	1.564
mm9.TB.SID4	17	92557303	94676235	5	-0.1086
mm9.TB.SID4	18	0	90105717	178	0.1671
mm9.TB.SID4	19	0	60830384	119	0.2499
mm9.TB.SID4	20	0	104533102	162	-0.4234
mm9.TB.SID4	20	105064544	1538205	108	-0.02144252
mm9.TB.SID5	1	0	196640521	382	-0.017
mm9.TB.SID5	2	0	181228717	358	0.0866
mm9.TB.SID5	3	0	159019749	308	0.0127
mm9.TB.SID5	4	0	155120393	295	-0.1954
mm9.TB.SID5	5	0	151960154	291	-0.0109
mm9.TB.SID5	6	0	149004146	289	0.5897
mm9.TB.SID5	7	0	30347145	34	-0.0759
mm9.TB.SID5	7	30884371	152071114	226	0.0305
mm9.TB.SID5	8	0	7404667	9	-0.0673
mm9.TB.SID5	8	7922369	24320473	29	0.1009
mm9.TB.SID5	8	24797835	131123013	213	-0.0117
mm9.TB.SID5	9	0	123494127	246	-0.00826236
mm9.TB.SID5	10	0	129382004	255	-0.0086
mm9.TB.SID5	11	0	94708624	189	0.0132
mm9.TB.SID5	11	95166905	104997753	22	-0.0842
mm9.TB.SID5	11	105464227	121344070	35	0.0319
mm9.TB.SID5	12	0	120667841	224	-0.0033
mm9.TB.SID5	13	0	119737617	227	-0.0184
mm9.TB.SID5	14	0	124602070	228	-4.00E-04
mm9.TB.SID5	15	0	102986140	203	0.0353
mm9.TB.SID5	16	0	97814718	192	-0.0044
mm9.TB.SID5	17	0	94676235	178	0.0325
mm9.TB.SID5	18	0	32374253	59	0.0161
mm9.TB.SID5	18	32857921	34848942	5	-0.15
mm9.TB.SID5	18	35310623	90105717	114	0.0177
mm9.TB.SID5	19	0	60830384	119	0.0559
mm9.TB.SID5	20	0	1538205	270	-1.04812533
mm9.TB.SID6	1	0	196640521	382	-0.0284
mm9.TB.SID6	2	0	181228717	358	-0.0047
mm9.TB.SID6	3	0	159019749	308	-0.0166
mm9.TB.SID6	4	0	86391449	159	-0.5893
mm9.TB.SID6	4	86868690	155120393	136	-0.1154
mm9.TB.SID6	5	0	12647619	17	-0.0145
mm9.TB.SID6	5	13164213	15924369	6	0.154
mm9.TB.SID6	5	16436626	151960154	268	-0.0271
mm9.TB.SID6	6	0	149004146	289	0.3754
mm9.TB.SID6	7	0	112525150	178	-0.0482
mm9.TB.SID6	7	113323883	115708440	5	-0.2072
mm9.TB.SID6	7	116243074	152071114	77	-0.0117
mm9.TB.SID6	8	0	131123013	251	0.3699
mm9.TB.SID6	9	0	12457896	18	0.0124
mm9.TB.SID6	9	13013702	15011705	5	0.4189
mm9.TB.SID6	9	15485296	18636617	7	-0.251028045
mm9.TB.SID6	9	19216927	24796883	12	0.1623
mm9.TB.SID6	9	25290012	29142808	9	-0.1515
mm9.TB.SID6	9	29591528	34797753	12	0.2805
mm9.TB.SID6	9	35282151	46531400	24	-0.58
mm9.TB.SID6	9	46984359	52578528	13	-0.051
mm9.TB.SID6	9	53098717	74190871	46	-0.6332
mm9.TB.SID6	9	74692181	76566235	5	-0.4212
mm9.TB.SID6	9	77079361	80073375	7	-0.6549
mm9.TB.SID6	9	80644356	123494127	88	-0.130148389
mm9.TB.SID6	10	0	129382004	255	-0.0213
mm9.TB.SID6	11	0	4890277	5	-0.4777
mm9.TB.SID6	11	5356086	121344070	241	-0.0308
mm9.TB.SID6	12	0	120667841	224	-0.0331
mm9.TB.SID6	13	0	119737617	227	-0.5922
mm9.TB.SID6	14	0	124602070	228	-0.5762
mm9.TB.SID6	15	0	102986140	203	0.0063
mm9.TB.SID6	16	0	97814718	192	-0.0158
mm9.TB.SID6	17	0	94676235	178	-0.0225
mm9.TB.SID6	18	0	90105717	178	0.3706
mm9.TB.SID6	19	0	60830384	119	0.3911
mm9.TB.SID6	20	0	1538205	270	-0.707004176
mm9.TB.SID7	1	0	189167091	366	0.0463
mm9.TB.SID7	1	189631039	196640521	16	0.194
mm9.TB.SID7	2	0	23268094	41	0.066
mm9.TB.SID7	2	23840869	35954159	27	0.1889
mm9.TB.SID7	2	36548203	85854922	101	0.0662
mm9.TB.SID7	2	86414548	91508415	10	-0.0652
mm9.TB.SID7	2	91968578	171479822	164	0.0946
mm9.TB.SID7	2	171949807	181228717	15	0.2374
mm9.TB.SID7	3	0	25104418	41	0.484
mm9.TB.SID7	3	25647735	29607743	9	0.6292
mm9.TB.SID7	3	30092777	159019749	258	0.4837
mm9.TB.SID7	4	0	31846661	55	-0.4786
mm9.TB.SID7	4	32331538	34713045	6	0.1247
mm9.TB.SID7	4	35199400	110083844	146	-0.4559
mm9.TB.SID7	4	110640326	152376846	82	-0.378915423
mm9.TB.SID7	4	152829175	155120393	6	-0.2071
mm9.TB.SID7	5	0	151960154	291	-0.026256202
mm9.TB.SID7	6	0	149004146	289	0.1064
mm9.TB.SID7	7	0	124194105	201	-0.4768
mm9.TB.SID7	7	124651300	152071114	59	-0.3765
mm9.TB.SID7	8	0	8404786	11	0.4189
mm9.TB.SID7	8	8858663	24320473	27	0.6015
mm9.TB.SID7	8	24797835	121166250	192	0.4746
mm9.TB.SID7	8	121628339	131123013	21	0.5836
mm9.TB.SID7	9	0	123494127	246	-0.087
mm9.TB.SID7	10	0	73382183	141	-0.5113
mm9.TB.SID7	10	73876095	85459094	24	-0.3747
mm9.TB.SID7	10	85918488	129382004	90	-0.4623
mm9.TB.SID7	11	0	10456703	16	-0.3609
mm9.TB.SID7	11	10988540	112059323	210	-0.443829339
mm9.TB.SID7	11	112517444	121344070	20	-0.3108
mm9.TB.SID7	12	0	120667841	224	-0.438
mm9.TB.SID7	13	0	25181494	42	0.0898
mm9.TB.SID7	13	25685025	33110331	16	-0.0216
mm9.TB.SID7	13	33919946	48085935	31	0.0847
mm9.TB.SID7	13	48544066	60345258	25	0.2049
mm9.TB.SID7	13	60813025	68935078	12	0.038
mm9.TB.SID7	13	69432224	74162410	11	0.2234
mm9.TB.SID7	13	74699033	103208096	56	0.079850288
mm9.TB.SID7	13	103717038	119737617	34	-0.4629
mm9.TB.SID7	14	0	124602070	228	0.0766
mm9.TB.SID7	15	0	102986140	203	0.1224
mm9.TB.SID7	16	0	10643209	16	0.1929
mm9.TB.SID7	16	11100911	88211336	156	0.0782
mm9.TB.SID7	16	88681819	97814718	20	0.1866
mm9.TB.SID7	17	0	94676235	178	0.1189
mm9.TB.SID7	18	0	90105717	178	0.0997
mm9.TB.SID7	19	0	5980354	7	0.6216
mm9.TB.SID7	19	6438156	10688939	8	0.0987
mm9.TB.SID7	19	11155735	60830384	104	0.4825
mm9.TB.SID7	20	0	114758768	180	0.0336
mm9.TB.SID7	20	115305509	125750643	15	-0.0925
mm9.TB.SID7	20	126296216	1538205	75	-0.211790906
mm9.TB.SID8	1	0	196640521	382	-0.004085919
mm9.TB.SID8	2	0	181228717	358	0.1352
mm9.TB.SID8	3	0	155460407	301	0.002843429
mm9.TB.SID8	3	155954141	159019749	7	0.1849
mm9.TB.SID8	4	0	155120393	295	-0.0642
mm9.TB.SID8	5	0	151960154	291	-0.0022
mm9.TB.SID8	6	0	42641793	79	0.5622
mm9.TB.SID8	6	43195981	45257172	5	0.8059
mm9.TB.SID8	6	45758895	121059181	151	0.5662
mm9.TB.SID8	6	121515480	124721946	6	0.4092
mm9.TB.SID8	6	125198921	149004146	48	0.5437
mm9.TB.SID8	7	0	34638279	39	-0.0831
mm9.TB.SID8	7	35194638	152071114	221	0.0093
mm9.TB.SID8	8	0	131123013	251	0.0015
mm9.TB.SID8	9	0	123494127	246	-0.0293
mm9.TB.SID8	10	0	129382004	255	-0.0204
mm9.TB.SID8	11	0	121344070	246	-0.011
mm9.TB.SID8	12	0	120667841	224	-0.005940642
mm9.TB.SID8	13	0	119737617	227	-0.0146
mm9.TB.SID8	14	0	124602070	228	-0.0035
mm9.TB.SID8	15	0	102986140	203	0.022683778
mm9.TB.SID8	16	0	97814718	192	-0.01396116
mm9.TB.SID8	17	0	94676235	178	0.0084
mm9.TB.SID8	18	0	90105717	178	-0.0019
mm9.TB.SID8	19	0	60830384	119	0.0049
mm9.TB.SID8	20	0	1538205	270	-1.063253642
mm9.TB.SID9	1	0	95049914	179	-0.3804
mm9.TB.SID9	1	95504125	123065047	53	-0.4541
mm9.TB.SID9	1	123550972	196640521	150	-0.3654
mm9.TB.SID9	2	0	53327685	103	0.1868
mm9.TB.SID9	2	53880925	97355401	88	-0.2653
mm9.TB.SID9	2	97908370	181228717	167	0.19923643
mm9.TB.SID9	3	0	135275007	259	0.5116
mm9.TB.SID9	3	135763530	154470235	40	0.2161
mm9.TB.SID9	3	154958210	159019749	9	0.4762
mm9.TB.SID9	4	0	155120393	295	-0.7688
mm9.TB.SID9	5	0	7932368	10	0.1478
mm9.TB.SID9	5	8483216	67710247	115	-0.265
mm9.TB.SID9	5	68185805	151960154	166	0.1312
mm9.TB.SID9	6	0	56417666	107	0.2134
mm9.TB.SID9	6	56889487	76621329	37	0.1249
mm9.TB.SID9	6	77101042	129509481	107	0.2262
mm9.TB.SID9	6	130117668	136469535	12	0.0933
mm9.TB.SID9	6	136944093	149004146	26	0.2313
mm9.TB.SID9	7	0	152071114	260	-0.2209
mm9.TB.SID9	8	0	7404667	9	0.3263
mm9.TB.SID9	8	7922369	131123013	242	0.4219
mm9.TB.SID9	9	0	7591974	9	0.4285
mm9.TB.SID9	9	8103372	30535823	45	-0.187
mm9.TB.SID9	9	31001929	37453451	14	0.5007
mm9.TB.SID9	9	37965061	40603128	6	-0.1185
mm9.TB.SID9	9	41065252	45170347	10	0.5561
mm9.TB.SID9	9	45615614	123494127	162	-0.2026
mm9.TB.SID9	10	0	129382004	255	-0.2078
mm9.TB.SID9	11	0	121344070	246	-0.1899
mm9.TB.SID9	12	0	120667841	224	-0.2167
mm9.TB.SID9	13	0	119737617	227	0.0735
mm9.TB.SID9	14	0	124602070	228	-0.2003
mm9.TB.SID9	15	0	102986140	203	0.196616275
mm9.TB.SID9	16	0	97814718	192	0.2098
mm9.TB.SID9	17	0	94676235	178	0.2019
mm9.TB.SID9	18	0	90105717	178	0.1802
mm9.TB.SID9	19	0	30947649	57	0.7203
mm9.TB.SID9	19	31415451	54334777	48	0.1197
mm9.TB.SID9	19	54803121	60830384	14	0.2263
mm9.TB.SID9	20	0	109691025	171	0.1259
mm9.TB.SID9	20	110230201	124613324	22	0.0152
mm9.TB.SID9	20	125177227	161900872	66	0.1241
mm9.TB.SID9	20	162510693	1538205	11	-1.343137206
